filename,student_id,grade
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,11362,B
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16038,B
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16078,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16599,C
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16600,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16601,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16603,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16604,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16605,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16606,C
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16609,D
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16616,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16617,C
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16618,C
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16619,C
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16622,F
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16624,D
IEAP-B Final Grades - 5 Feb 2024_240205E-T3BE,16636,A
IEAP-B Final Grades_240205E-T3BE,11362,B
IEAP-B Final Grades_240205E-T3BE,16038,B
IEAP-B Final Grades_240205E-T3BE,16078,F
IEAP-B Final Grades_240205E-T3BE,16599,C
IEAP-B Final Grades_240205E-T3BE,16600,F
IEAP-B Final Grades_240205E-T3BE,16601,F
IEAP-B Final Grades_240205E-T3BE,16603,F
IEAP-B Final Grades_240205E-T3BE,16604,F
IEAP-B Final Grades_240205E-T3BE,16605,F
IEAP-B Final Grades_240205E-T3BE,16606,C
IEAP-B Final Grades_240205E-T3BE,16609,D
IEAP-B Final Grades_240205E-T3BE,16616,F
IEAP-B Final Grades_240205E-T3BE,16617,C
IEAP-B Final Grades_240205E-T3BE,16618,C
IEAP-B Final Grades_240205E-T3BE,16619,C
IEAP-B Final Grades_240205E-T3BE,16622,F
IEAP-B Final Grades_240205E-T3BE,16624,D
IEAP-B Final Grades_240205E-T3BE,16636,A
